tabela,tempo(s)
armazem,0.07449147199986328
armazem,0.00809304300128133
armazem,0.006805093000366469
armazem,0.006342872000459465
armazem,0.006877179001094191
armazem,0.006409220999557874
armazem,0.006387498000549385
armazem,0.005943537000348442
armazem,0.00816603900057089
armazem,0.006224810000276193
setor,0.007694069001445314
setor,0.006377858999258024
setor,0.00413650799964671
setor,0.004454564001207473
setor,0.004004673999588704
setor,0.0043346589991415385
setor,0.0032364529997721547
setor,0.0030926079998607747
setor,0.003629463000834221
setor,0.003285907001554733
setor,0.003600617999836686
setor,0.0042441989990038564
setor,0.004521578999629128
setor,0.004495186998610734
setor,0.0041441900011705
setor,0.004072604999237228
setor,0.003858293001030688
setor,0.00420675100031076
setor,0.004309727999498136
setor,0.004982267999366741
setor,0.0057322129996464355
setor,0.005063694999989821
setor,0.005375400998673285
setor,0.0049001629995473195
setor,0.006040704000042751
setor,0.0054746069999964675
setor,0.0064862139988690615
setor,0.005639163000523695
setor,0.005572144000325352
setor,0.00520175699966785
setor,0.005304062000504928
setor,0.005861286001163535
setor,0.006021200999384746
setor,0.005716259000109858
setor,0.0055107730004237965
setor,0.0051865719997294946
setor,0.005414180999650853
setor,0.005804431999422377
setor,0.005197151998800109
setor,0.005378011999709997
setor,0.00588807900021493
setor,0.005847575999723631
setor,0.005417209998995531
setor,0.005476053000165848
setor,0.005574144999627606
setor,0.005327087999830837
setor,0.005156617000466213
setor,0.005187651000596816
setor,0.0056208719997812295
setor,0.005002236999644083
setor,0.00538446399878012
setor,0.004866080000283546
setor,0.005479134999404778
setor,0.00541296299888927
setor,0.0053647900003852556
setor,0.0050491140009398805
setor,0.005478700000821846
setor,0.0052776659995288355
setor,0.005175477999728173
setor,0.005270550000204821
setor,0.005565912999372813
setor,0.005461437000121805
setor,0.005373526000767015
setor,0.00553252200006682
setor,0.0055976680014282465
setor,0.005367988000216428
setor,0.00524249900081486
setor,0.005102577999423374
setor,0.005250926998996874
setor,0.00509786200018425
setor,0.005662240999299684
setor,0.0053844899994146544
setor,0.005778810000265366
setor,0.005087153000204125
setor,0.005674199999702978
setor,0.005206427000302938
setor,0.005695013000149629
setor,0.005537152999750106
setor,0.005467999000757118
setor,0.005232450001130928
setor,0.005656298000758397
setor,0.00558795500000997
setor,0.00517693199981295
setor,0.005236107999735395
setor,0.005205813000429771
setor,0.005230283999480889
setor,0.005062145999545464
setor,0.005601699000180815
setor,0.005454136999105685
setor,0.005874730999494204
setor,0.005518660000234377
setor,0.005739483000070322
setor,0.005817735998789431
setor,0.005944471999100642
setor,0.005305889999362989
setor,0.005160624999916763
setor,0.006191510999997263
setor,0.005195204999836278
setor,0.00512711000010313
setor,0.004984870000043884
cliente,0.007772098999339505
cliente,0.007213160999526735
cliente,0.005852493000929826
cliente,0.006249509000554099
cliente,0.005908729999646312
cliente,0.005215905001023202
cliente,0.005054341001596185
cliente,0.005095497001093463
cliente,0.006008907999785151
cliente,0.005192548000195529
cliente,0.00506626200149185
cliente,0.004898321998553001
cliente,0.0053568610001093475
cliente,0.005294800999763538
cliente,0.004890181000519078
cliente,0.005555887000809889
cliente,0.005354802000510972
cliente,0.005657927000356722
cliente,0.005623491000733338
cliente,0.005446511000627652
cliente,0.005940787999861641
cliente,0.005815312999402522
cliente,0.005309258000124828
cliente,0.005612475999441813
cliente,0.005228813999565318
cliente,0.005051162999734515
cliente,0.005015889999413048
cliente,0.00516714600053092
cliente,0.005148435000592144
cliente,0.005102362998513854
cliente,0.005930142000579508
cliente,0.00480967099974805
cliente,0.00535530200068024
cliente,0.004840538000280503
cliente,0.005479131001266069
cliente,0.004844193999815616
cliente,0.0052398230000108015
cliente,0.004849441000260413
cliente,0.005371137000111048
cliente,0.004890086000159499
cliente,0.005187701999602723
cliente,0.00539215999924636
cliente,0.0050154950004071
cliente,0.005342152000594069
cliente,0.005444193999210256
cliente,0.005437605999759398
cliente,0.005551700998694287
cliente,0.005571654999585007
cliente,0.0056817430013325065
cliente,0.0047353250010928605
cliente,0.005241543000011006
cliente,0.004960059999575606
cliente,0.0072399799992126646
cliente,0.00550133700016886
cliente,0.005452102999697672
cliente,0.005043141998612555
cliente,0.005318355999406776
cliente,0.005269403000056627
cliente,0.0056703030004428
cliente,0.005343541999536683
cliente,0.005692644999726326
cliente,0.00518032900072285
cliente,0.005239423000602983
cliente,0.005573068001467618
cliente,0.005707558999347384
cliente,0.0050358839998807525
cliente,0.005049768000390031
cliente,0.005184556001040619
cliente,0.0052739870006917045
cliente,0.005090534999908414
cliente,0.005216568000832922
cliente,0.005373672998757684
cliente,0.005542391998460516
cliente,0.005058124999777647
cliente,0.005442061001303955
cliente,0.005588063000686816
cliente,0.00536270700104069
cliente,0.00531829099963943
cliente,0.0051173110005038325
cliente,0.005197185000724858
cliente,0.005672343000696856
cliente,0.005378269999710028
cliente,0.005743141999118961
cliente,0.005485814999701688
cliente,0.0056331850009883055
cliente,0.0055776300014258595
cliente,0.005532500999834156
cliente,0.006116115999247995
cliente,0.005691970000043511
cliente,0.005765051000707899
cliente,0.005135050001626951
cliente,0.005386540999097633
cliente,0.0060485920002975035
cliente,0.00715026799844054
cliente,0.007184437999967486
cliente,0.006159171998660895
cliente,0.005665138000040315
cliente,0.00526542499937932
cliente,0.005673116998877958
cliente,0.0061360050003713695
cliente,0.00573035899833485
cliente,0.0052284960001998115
cliente,0.00541004800106748
cliente,0.005501125999217038
cliente,0.005727824998757569
cliente,0.005721612000343157
cliente,0.006777704998967238
cliente,0.006539309000800131
cliente,0.005594100999587681
cliente,0.00527665200024785
cliente,0.005172720999325975
cliente,0.005339612000170746
cliente,0.00564674700035539
cliente,0.005457778999698348
cliente,0.005307145000188029
cliente,0.005209560000366764
cliente,0.005423478000011528
cliente,0.004927588999635191
cliente,0.0046973110001999885
cliente,0.0046121060004225
cliente,0.0045802919994457625
cliente,0.004717413999969722
cliente,0.003931613000531797
cliente,0.0038150019991007866
cliente,0.003914148001058493
cliente,0.003998223000962753
cliente,0.0033420909985579783
cliente,0.0030574739994335687
cliente,0.003267689000495011
cliente,0.003284577000158606
cliente,0.0030136850000417326
cliente,0.002980290000778041
cliente,0.0032691640008124523
