requisicao,tempo(s)
novo_pedido,0.01445236800000771
novo_pedido,0.008053789000001643
novo_pedido,0.008204292000016267
novo_pedido,0.006636955000004718
novo_pedido,0.007068881000009242
novo_pedido,0.005684987000023511
novo_pedido,0.0067816689999915525
novo_pedido,0.0056721569999922394
novo_pedido,0.006190958999980012
novo_pedido,0.006628006999989111
novo_pedido,0.005409275999994634
novo_pedido,0.0055859390000136955
novo_pedido,0.0059350740000070346
novo_pedido,0.0059490700000139896
novo_pedido,0.006350853000014922
novo_pedido,0.005403889999996636
novo_pedido,0.005446895999995149
novo_pedido,0.005582062999991422
novo_pedido,0.005949157999992849
novo_pedido,0.0064071850000004815
novo_pedido,0.005374954999979309
novo_pedido,0.005458064000009699
novo_pedido,0.0055908649999878435
novo_pedido,0.006455629000015506
novo_pedido,0.006347748000024467
novo_pedido,0.005620997999983501
novo_pedido,0.005871307999996134
novo_pedido,0.006091395999987981
novo_pedido,0.006043952999988278
novo_pedido,0.0064570609999918815
novo_pedido,0.005907107000012957
novo_pedido,0.005854897000006076
novo_pedido,0.006600305999995726
novo_pedido,0.006737208000004102
novo_pedido,0.0069013110000071265
novo_pedido,0.005128442000000177
novo_pedido,0.0057379139999795825
novo_pedido,0.005736632999997937
novo_pedido,0.006178113999993684
novo_pedido,0.007140400999986696
novo_pedido,0.005635162000004357
novo_pedido,0.00532735000001594
novo_pedido,0.00630205999999589
novo_pedido,0.005928124000007529
novo_pedido,0.006797691000002715
novo_pedido,0.006093442999997478
novo_pedido,0.005820284000009224
novo_pedido,0.006875847999992857
novo_pedido,0.005925797000003286
novo_pedido,0.006728436999992482
novo_pedido,0.00547157799999809
novo_pedido,0.00582520199998271
novo_pedido,0.005820265000011204
novo_pedido,0.006203805000012608
novo_pedido,0.006185315000010405
novo_pedido,0.00563033200000973
novo_pedido,0.005551351000008253
novo_pedido,0.00637295600000698
novo_pedido,0.0057862170000078095
novo_pedido,0.005937185000021827
novo_pedido,0.005271684999996751
novo_pedido,0.005455033999993475
novo_pedido,0.005599511999974993
novo_pedido,0.005934456000005639
novo_pedido,0.0064669079999930545
novo_pedido,0.005265528999984781
novo_pedido,0.007005262999996376
novo_pedido,0.00611337300000514
novo_pedido,0.006231945999985555
novo_pedido,0.00607129799999484
novo_pedido,0.005778298999985054
novo_pedido,0.005431781000027058
novo_pedido,0.0059614189999877
novo_pedido,0.0064826299999936055
novo_pedido,0.010647427999998627
novo_pedido,0.006061934999991081
novo_pedido,0.005945333000028086
novo_pedido,0.006230188999978736
novo_pedido,0.005970090000005257
novo_pedido,0.00609531899999638
novo_pedido,0.005908486000009816
novo_pedido,0.005920647000010604
novo_pedido,0.005827772000003506
novo_pedido,0.006179631999998492
novo_pedido,0.0065762039999981425
novo_pedido,0.005186487999992551
novo_pedido,0.0054832609999948545
novo_pedido,0.00588567299999454
novo_pedido,0.005932285000000093
novo_pedido,0.00707586799998694
novo_pedido,0.007063052000006564
novo_pedido,0.007147358999986864
novo_pedido,0.006047609999995984
novo_pedido,0.0058880500000100255
novo_pedido,0.006797984000002089
novo_pedido,0.00543139599997744
novo_pedido,0.005342557999995279
novo_pedido,0.005562435000001642
novo_pedido,0.0059104199999922
novo_pedido,0.0061729459999924075
novo_pedido,0.005589452999998912
novo_pedido,0.005562779000001683
novo_pedido,0.005671761000002107
novo_pedido,0.005971050999988847
novo_pedido,0.006557285000013735
novo_pedido,0.005425200999980007
novo_pedido,0.005570502000011857
novo_pedido,0.005650805000016135
novo_pedido,0.006129815000008421
novo_pedido,0.006180765000010524
novo_pedido,0.005472413999996206
novo_pedido,0.005595556000002944
novo_pedido,0.005665577000002031
novo_pedido,0.005973206999982494
novo_pedido,0.006770683000013378
novo_pedido,0.00571515299998282
novo_pedido,0.0054377930000271135
novo_pedido,0.006281126000004633
novo_pedido,0.007250010999996448
novo_pedido,0.006182283999976335
novo_pedido,0.005317659000013464
novo_pedido,0.005600001000004795
novo_pedido,0.005884119999990389
novo_pedido,0.005999167999988231
novo_pedido,0.006396136999995861
novo_pedido,0.0052851410000016585
novo_pedido,0.005609662000011895
novo_pedido,0.006053697000027114
novo_pedido,0.006255616000004238
novo_pedido,0.005983484999973143
novo_pedido,0.00564543300001219
novo_pedido,0.005531513999983417
novo_pedido,0.006155735999982426
novo_pedido,0.007561189999989892
novo_pedido,0.006138802000009491
novo_pedido,0.005220908000012514
novo_pedido,0.005834191999980476
novo_pedido,0.005763876000003165
novo_pedido,0.005955803999995624
novo_pedido,0.006179919000004475
novo_pedido,0.0054170089999843185
novo_pedido,0.005869977000003246
novo_pedido,0.006182990000013433
novo_pedido,0.0073208670000042275
novo_pedido,0.007027703999995083
novo_pedido,0.0054802930000050765
novo_pedido,0.005560360999993463
novo_pedido,0.005864252000009174
novo_pedido,0.0061781500000108736
novo_pedido,0.006006595000002335
novo_pedido,0.005376538999996683
novo_pedido,0.005485187999994423
novo_pedido,0.0057808869999860235
novo_pedido,0.005910722999999507
novo_pedido,0.005965255999996089
novo_pedido,0.005331770999987384
novo_pedido,0.005343474000000015
novo_pedido,0.006113209999995206
novo_pedido,0.005775142999993932
novo_pedido,0.006217042999992373
novo_pedido,0.005641265000008389
novo_pedido,0.005381325999991304
novo_pedido,0.005948662000008653
novo_pedido,0.006018429999983255
novo_pedido,0.00615910799999142
novo_pedido,0.005192012000009072
novo_pedido,0.005653209999991304
novo_pedido,0.005608921000003875
novo_pedido,0.006290646999985938
novo_pedido,0.006079717000005758
novo_pedido,0.005544006000008039
novo_pedido,0.005735146999995777
novo_pedido,0.006063261000008424
novo_pedido,0.0062571210000044175
novo_pedido,0.006005374000011443
novo_pedido,0.005453853000005893
novo_pedido,0.005423073999992312
novo_pedido,0.005832455000017944
novo_pedido,0.005952471000000514
novo_pedido,0.005897484000001896
novo_pedido,0.005418911999981901
novo_pedido,0.0054928289999907065
novo_pedido,0.005641789999998537
novo_pedido,0.005741012999976647
novo_pedido,0.0060575070000084
novo_pedido,0.005254342999990058
novo_pedido,0.0056976900000051955
novo_pedido,0.006212800999975343
novo_pedido,0.00593112699999665
novo_pedido,0.005972105000012107
novo_pedido,0.005437106999977459
novo_pedido,0.005426404000019147
novo_pedido,0.00584446100000946
novo_pedido,0.005813329999995176
novo_pedido,0.005800621999981104
novo_pedido,0.005242236000015055
novo_pedido,0.0053849930000069435
novo_pedido,0.005948780000011311
novo_pedido,0.00664446199999702
novo_pedido,0.006600606999995762
novo_pedido,0.005807281000016928
novo_pedido,0.005597440999991932
novo_pedido,0.006171030000018618
novo_pedido,0.006162861999996494
novo_pedido,0.006767458000012994
novo_pedido,0.005602713999991238
novo_pedido,0.005577204000019265
novo_pedido,0.005790273000002344
novo_pedido,0.005976266000004671
novo_pedido,0.005979685999989215
novo_pedido,0.005761883000019452
novo_pedido,0.005827187999983607
novo_pedido,0.005681736000013871
novo_pedido,0.005897917999988067
novo_pedido,0.006354009999995469
novo_pedido,0.005629475999995748
novo_pedido,0.00558130999999662
novo_pedido,0.005924913000001197
novo_pedido,0.005834000999982436
novo_pedido,0.0059606290000147055
novo_pedido,0.005449806000001445
novo_pedido,0.005406012000008786
novo_pedido,0.005577848000001495
novo_pedido,0.006044841000004908
novo_pedido,0.0064502879999963625
novo_pedido,0.005424842999985913
novo_pedido,0.005716993999982378
novo_pedido,0.0057840510000062295
novo_pedido,0.0060774379999770645
novo_pedido,0.006760689000003595
novo_pedido,0.005760735999984945
novo_pedido,0.005864930000001323
novo_pedido,0.006090155000009645
novo_pedido,0.006432243999995535
novo_pedido,0.006391710000002604
novo_pedido,0.005422930000008819
novo_pedido,0.005600162000007458
novo_pedido,0.005638212000008025
novo_pedido,0.00672684900001741
novo_pedido,0.006368686000001844
novo_pedido,0.0055778139999915766
novo_pedido,0.005830536000019038
novo_pedido,0.005691482999992559
novo_pedido,0.0058925179999960164
novo_pedido,0.0060632030000249415
novo_pedido,0.005310887999996794
novo_pedido,0.0057509309999943525
novo_pedido,0.005799483999993527
novo_pedido,0.005858058000001165
novo_pedido,0.006110374000002139
novo_pedido,0.0054783139999869945
novo_pedido,0.0058165349999796945
novo_pedido,0.006683327000018835
novo_pedido,0.006075085000020408
novo_pedido,0.006174271999981329
novo_pedido,0.00551503799999864
novo_pedido,0.00576567800001726
novo_pedido,0.006042476000004626
novo_pedido,0.006009070999994037
novo_pedido,0.006114260999993348
novo_pedido,0.005588877000008097
novo_pedido,0.005571713000023237
novo_pedido,0.005780734000012444
novo_pedido,0.005936432999988028
novo_pedido,0.006102742999985367
novo_pedido,0.005543786999993472
novo_pedido,0.005641562000022304
novo_pedido,0.005773043999994343
novo_pedido,0.0059773929999948905
novo_pedido,0.0061009899999930894
